The Dogs of War;The Dogs of War;;
Dog Soldiers;Who'll Stop the Rain;;
Don Quixote (The Ingenious Gentleman Don Quixote of La Mancha);Adventures of the Ingenious Hidalgo Don Quixote;Don Quijote;Don Quichotte;Don Quixote;Don Quixote;Don Quixote;Don Quixote;Don Quichotte;Don Quichotte;Don Quixote;Don Quixote de la Mancha;Don Quixote;Don Quixote;Don Quixote's Children;Don Chisciotte e Sancho Panza;Man of La Mancha;The Adventures of Don Quixote;The Amorous Adventures of Don Quixote and Sancho Panza;Don Chisciotte;Don Quixote of La Mancha;Don Quijote de Orson Welles;Don Quixote;Don Quixote, Knight Errant;Don Quixote;The Man Who Killed Don Quixote;;
Donovan's Brain;The Lady and the Monster;Donovan's Brain;The Brain (1962);;
Don't Look and It Won't Hurt;Gas Food Lodging;;
Don't Say a Word;Don't Say a Word;;
The Dork of Cork;Frankie Starlight;;
Double Indemnity;Double Indemnity;;
The Double Take;I Love Trouble;;
Down Will Come Baby;Down Will Come Baby;;
Dracula (Bram Stoker);Dracula;
The Dragon and the George;The Flight of Dragons;;
Dragon Seed;Dragon Seed;;
Dragons of Autumn Twilight;Dragonlance: Dragons of Autumn Twilight;;
Dream Days;The Reluctant Dragon;;
The Dream Master;Dreamscape;;
Dreamcatcher;Dreamcatcher;;
The Drift Fence;Drift Fence;;
Dr. No;Dr. No;;
Drood;Drood;;
The Drowning Pool;The Drowning Pool;;
Drums Along the Mohawk;Drums Along the Mohawk;;
The Drums of Jeopardy;The Drums of Jeopardy;The Drums of Jeopardy;;
The Dude Ranger;The Dude Ranger;;
Duel in the Sun;Duel in the Sun;;
Dune;Dune;Frank Herbert's Dune;Frank Herbert's Children of Dune;Dune;;
The Dying Animal;Elegy;;
Dying Young;Dying Young;;
The Eagle Has Landed;The Eagle Has Landed;;
The Eagle of the Ninth;The Eagle (2011);;
East of Eden;East of Eden;;
Eaters of the Dead;The 13th Warrior;;
Eddie and the Cruisers;Eddie and the Cruisers;;
The Egyptian (Mika Waltari);The Egyptian (1954);;
The Egyptian Series (Wilbur Smith);The Seventh Scroll;;
Election (Tom Perrotta);Election (1999);;
Elephant Walk;Elephant Walk;;
Elles n'oublient jamais;Elles n'oublient jamais;;
Ellis Island (Fred Mustard Stewart);Ellis Island (1984);;
Elmer Gantry;Elmer Gantry;;
Emma;Emma;Clueless;Emma;Emma;Emma;Aisha;;
Emil and the Detectives;Emil and the Detectives;Emil and the Detectives;Emil and the Detectives;Emil and the Detectives;Emil and the Detectives;;
Emotional Arithmetic;Emotional Arithmetic;;
Empire of the Sun;Empire of the Sun;;
The Enchanted April;Enchanted April;Enchanted April;;
The Enchanted Voyage;Wake Up and Dream;;
The End of the Affair;The End of the Affair;The End of the Affair;;
Endless Love;Endless Love;;
Enduring Love;Enduring Love;;
Los Enemigos de la Mujer;Enemies of Women;;
The Enemy Below;The Enemy Below;;
Enemy Mine;Enemy Mine;;
The English Patient;The English Patient;;
Enigma (Robert Harris);Enigma (2001);;
The Entity (Frank De Felitta);The Entity (1981);;
Eragon;Eragon;;
Escape (Grace Zaring Stone);Escape (1940);;
Escape to Witch Mountain;Escape to Witch Mountain;Return from Witch Mountain;Beyond Witch Mountain;Escape to Witch Mountain;Race to Witch Mountain;;
The Evening Star;The Evening Star;;
Everybody's All-American;Everybody's All-American;;
Everything Is Illuminated;Everything Is Illuminated;;
Evil Come, Evil Go;The Yellow Canary;;
Evil Under the Sun;Evil Under the Sun;Evil Under the Sun;;
The Executioners;Cape Fear;Cape Fear;;
Executive Suite;Executive Suite;;
Exit to Eden;Exit To Eden;;
Exit Wounds;Exit Wounds;;
Exodus;Exodus;;
The Exorcist;The Exorcist;Exorcist II: The Heretic;The Exorcist III;Exorcist: The Beginning;Dominion: Prequel to the Exorcist;;
Experiment Perilous;Experiment Perilous;;
Extension du domaine de la lutte;Extension du domaine de la lutte;;
Extremely Loud and Incredibly Close;Extremely Loud and Incredibly Close;;
The Eye of the Beholder;Deadly Circuit;Eye of the Beholder;;
Eye of the Needle;Eye of the Needle;Fanaa;;
Fahrenheit 451;Fahrenheit 451;Fahrenheit 451;;
Fail-Safe;Fail-Safe;Fail-Safe;;
The Fair Bride;The Angel Wore Red;;
The Fall of a Nation;The Fall of a Nation;;
Falling Angel;Angel Heart;;
False Witness;False Witness;;
The Family Band: From the Missouri to the Black Hills;The One and Only, Genuine, Original Family Band;;
Family Business;Family Business;;
The Fan (Peter Abrahams);The Fan (1996);;
The Fan (Bob Randall);The Fan (1981);;
Fantastic Mr Fox;Fantastic Mr. Fox;;
Far from the Madding Crowd;Far from the Madding Crowd;Far from the Madding Crowd;Far from the Madding Crowd;Far from the Madding Crowd;;
Farewell My Concubine;Farewell My Concubine;;
A Farewell to Arms;A Farewell to Arms;A Farewell to Arms;In Love and War;;
Farewell to the King (L'Adieu au Roi);Farewell to the King;;
Fate Is the Hunter;Face Is the Hunter;;
Father Malachy's Miracle;Das Wunder des Malachias;;
Father of Frankenstein;Gods and Monsters;;
Father of the Bride;Father of the Bride;Father's Little Dividend;Father of the Bride;Father of the Bride Part II;;
Father Sky;Taps (1981);;
Fear and Loathing in Las Vegas;Fear and Loathing in Las Vegas;;
The Feather Men;Killer Elite;;
The Fellowship of the Ring;J. R. R. Tolkien's The Lord of the Rings;The Lord of the Rings: The Fellowship of the Ring;;
La Femme et le pantin;La Femme et le Pantin;The Devil Is a Woman;La Femme et le Pantin;That Obscure Object of Desire;;
Femmes de personnes;Femmes de personne;;
Le Feu Follet;The Fire Within;Oslo, August 31st;;
Fever Pitch;Fever Pitch;Fever Pitch;;
Fiddler's Green;The Raging Tide;;
Fight Club;Fight Club;;
Fighting Caravans;Fighting Caravans;Wagon Wheels;;
The Final Programme;The Final Programme;;
Fire on the Mountain;Fire on the Mountain;;
Firefox (Craig Thomas);Firefox (1982);;
Firestarter (Stephen King);Firestarter;Firestarter 2: Rekindled;;
The Firm (John Grisham);The Firm (1993);;
First Blood;Rambo;First Blood;Rambo: First Blood Part II;Rambo III;Rambo;;
First Love, Last Rites;Schmetterlinge;First Love, Last Rites;Solid Geometry;Butterflies;;
The First Men in the Moon;A Trip to the Moon;The First Men in the Moon;First Men in the Moon;The First Men in the Moon;The First Men in the Moon 3D;;
The First Wives Club;The First Wives Club;;
The Five People You Meet in Heaven;The Five People You Meet in Heaven;;
The Fixer;The Fixer;;
Flaming Youth;Flaming Youth;;
Flashpoint;Flashpoint;;
Fletch;Fletch;Fletch Lives;;
Fletch Won;Fletch Won;;
Flight of the Intruder;Flight of the Intruder;;
The Flight of the Phoenix;The Flight of the Phoenix;Flight of the Phoenix;;
Flowers in the Attic;Flowers in the Attic;;
Flowing Gold;Flowing Gold;;
Focus (Arthur Miller);Focus (2001);;
The Food of the Gods and How It Came to Earth;Village of the Giants;The Food of the Gods;Food of the Gods II;;
The Fool of the Family;Escape Me Never;Escape Me Never;;
For Love of the Game;For Love of the Game;;
For Whom the Bell Tolls;For Whom the Bell Tolls;For Whom the Bell Tolls;For Whom the Bell Tolls;;
The Forbidden Territory;Forbidden Territory;;
Force 10 From Navarone;Force 10 from Navarone;;
Forever Amber;Forever Amber;;
The Forever War;The Forever War;;
Forlorn River;Forlorn River;;
The Formula (Steve Shagan);The Formula (1980);;
Forrest Gump;Forrest Gump;;
The Forsyte Saga;That Forsyte Woman;The Forsyte Saga;;
The Fountainhead;The Fountainhead;;
The Four Feathers;Four Feathers;The Four Feathers;The Four Feathers;The Four Feathers;Storm Over the Nile;The Four Feathers;The Four Feathers;;
The Fourth Protocol;The Fourth Protocol;;
The Fox and the Hound;The Fox and the Hound;The Fox and the Hound 2;;
F.P.1 Doesn't Answer;F.P.1 antwortet nicht;F.P.1 Doesn't Respond;F.P.1 ne repond pas;;
Frank Merriwell;The Adventures of Frank Merriwell;;
Frankenstein (Mary Shelley);Frankenstein;Life Without Soul;Universal;Frankenstein;Bride of Frankenstein;Son of Frankenstein;The Ghost of Frankenstein;Frankenstein Meets the Wolf Man;House of Frankenstein;House of Dracula;Abbott and Costello Meet Frankenstein;Hammer;The Curse of Frankenstein;The Revenge of Frankenstein;The Evil of Frankenstein;Frankenstein Created Woman;Frankenstein Must Be Destroyed;The Horror of Frankenstein;Frankenstein and the Monster from Hell;Frankenstein 1970;Toho;Frankenstein Conquers the World;The War of the Gargantuas;Dracula vs. Frankenstein;Andy Warhol's Frankenstein;Frankenstein: The True Story;Blackenstein;Young Frankenstein;The Bride;Frankenstein Unbound;Frankenstein;Monster Mash;House of Frankenstein 1997;Van Helsing;Frankenstein;Frankenstein;Frankenstein;;
Die Frau im Mond;Frau im Mond;;
Freaky Friday;Freaky Friday;A Billion for Boris;Summer Switch;Freaky Friday;Freaky Friday;Freaky Monday;;
Freedomland;Freedomland;;
The French Lieutenant's Woman;The French Lieutenant's Woman;;
Fried Green Tomatoes at the Whistle Stop Cafe;Fried Green Tomatoes;;
Friend (Diana Henstell);Deadly Friend;;
The Friendly Persuasion;Friendly Persuasion;Friendly Persuasion;;
From Here to Eternity;From Here to Eternity;;
From Russia, with Love;From Russia with Love;;
From the Earth to the Moon;A Trip to the Moon;From the Earth to the Moon;The Fabulous Baron Munchausen;Jules Verne's Rocket to the Moon;From the Earth to the Moon;;
From the Terrace;From the Terrace;;
Funeral in Berlin;Funeral in Berlin;;
Funny Farm;Funny Farm;;
The Furies (Niven Busch);The Furies (1950);;
The Fury (John Farris);The Fury (1978);;
The Fuzzy Pink Nightgown;The Fuzzy Pink Nightgown;;
Game no na wa Yuukai;G@me;;
The Game of X;Condorman;;
Garden of Allah;The Garden of Allah;The Garden of Allah;The Garden of Allah;;
The Garden of God;Return to the Blue Lagoon;;
Gardens of Stone;Gardens of Stone;;
The Gay Sisters;The Gay Sisters;;
Gentle Annie;Gentle Annie;;
Gentlemen Prefer Blondes;Gentlemen Prefer Blondes;Gentlemen Prefer Blondes;;
David Walker;Geordie;;
Georgy Girl;Georgy Girl;;
Get Shorty;Get Shorty;;
The Getaway (Jim Thompson);The Getaway (1972);The Getaway (1994);;
The Ghost (Robert Harris);The Ghost Writer (2010);;
The Ghost and Mrs. Muir;The Ghost and Mrs. Muir;;
Giant (Edna Ferber);Giant (1956);;
Gidge;Gidget;;
Gigi;Gigi;Gigi;;
The Gingerbread Man (John Grisham);The Gingerbread Man (1998);;
The Girl from Petrovka;The Girl from Petrovka;;
The Girl Who Leapt Through Time;The Girl Who Leapt Through Time;The Girl Who Leapt Through Time;Morning Musume: Shinshun! Love Stories;The Girl Who Leapt Through Time;Time Traveller: The Girl Who Leapt Through Time;;
Girl with a Pearl Earring (Tracy Chevalier);Girl with a Pearl Earring (2003);;
The Girls' Guide to Hunting and Fishing;Suburban Girl;The Girls' Guide to Hunting and Fishing;;
The Glass Inferno;The Towering Inferno;;
Glitz;Glitz (1988);;
Glory for Me;The Best Years of Our Lives;;
Gnomes (Wil Huygen and Rien Poortvliet);Gnomes (1980);;
The Gnomobile;The Gnome-Mobile;;
The Go-Between;The Go-Between;;
God and My Country;Follow Me, Boys!;;
The Godfather (Mario Puzo);The Godfather (1972);The Godfather Part II (1974);The Godfather Part III The Godfather Part III (1990);;
Gods and Generals;Gettysburg (1993);Gods and Generals;;
The Gods Hate Kansas;They Came from Beyond Space;;
God's Little Acre;God's Little Acre;;
Gold Coast;Gold Coast;
Gold Mine (Wilbur Smith);Gold (1974);;
The Golden Bowl;The Golden Bowl;The Golden Bowl;;
The Golden Evenings of Summer;Charley and the Angel;;
The Golden Key, or the Adventures of Buratino;The Adventures of Buratino;The Adventures of Buratino;;
Goldfinger;Goldfinger;;
Gone with the Wind;Gone with the Wind;;
The Good Earth (Pearl S. Buck);The Good Earth (1937);;
The Good German;The Good German;;
A Good Year (Peter Mayle);A Good Year (2006);;
Goodbye Piccadilly, Farewell Leicester Square;Frenzy (1972);;
Goodbye, Mr. Chips;Goodbye, Mr. Chips;Goodbye, Mr. Chips;Goodbye, Mr. Chips;Goodbye, Mr. Chips;;
Gorky Park;Gorky Park;;
Grand Canary;Grand Canary;;
The Grapes of Wrath;The Grapes of Wrath;;
The Great Bank Robbery;The Great Bank Robbery;;
The Great Dinosaur Robbery;One of Our Dinosaurs Is Missing;;
Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;;
The Great Gatsby;The Great Gatsby;The Great Gatsby;The Great Gatsby;The Great Gatsby;G;The Great Gatsby;The Great Gatsby;;
The Great Man (Al Morgan);The Great Man (1956);;
The Great Santini;The Great Santini;;
The Great Train Robbery;The First Great Train Robbery;;
William "Buffalo Bill" Cody;The Indians are Coming;Rustlers of Red Dog;;
Green for Danger;Green for Danger;;
Green Mansions;Green Mansions;;
The Green Mile;The Green Mile;;
The Green Years;The Green Years;;
The Greengage Summer;The Greengage Summer;;
Grendel (John Gardner);Grendel Grendel Grendel;;
The Grifters;The Grifters;;
The Grizzly King;L'Ours;;
The Grotesque (Patrick McGrath);The Grotesque (1995);;
The Group (Mary McCarthy);The Group (1966);;
Gruesome School;Gruesome School Trip;;
La Guerre des boutons;War of the Buttons;War of the Buttons;;
The Guilty Head;Les faussaires (2007);;
Gulliver's Travels;The New Gulliver;Gulliver's Travels;The Three Worlds of Gulliver;Gulliver's Travels Beyond the Moon;Gulliver's Travels;Gulliver's Travels;Gulliver's Travels;;
The Guns of Navarone;The Guns of Navarone;;
Guns of the Timberland;Guns of the Timberland;;
The Gypsy Moths (James William Drought);The Gypsy Moths (1969);;
H.M. Pulham, Esquire;H.M. Pulham, Esq.;;
Hababam Sınıfı;Hababam Sınıfı;;
A Hall of Mirrors;WUSA;;
The Hamlet (William Faulkner);The Long, Hot Summer;;
Hammers Over the Anvil;Hammers Over the Anvil;;
The Handmaid's Tale;The Handmaid's Tale;;
Hannibal (Thomas Harris);Hannibal (2001);;
Happy Land (MacKinlay Kantor);Happy Land (1943);;
Al-Haram (Yusuf Idris);Al Haram (1965);;
The Harder They Fall;The Harder They Fall;;
Harry Black;Harry Black;;
Harry Potter;Harry Potter;
Harry Potter and the Philosopher's Stone;Harry Potter and the Philosopher's Stone;;
Harry Potter and the Chamber of Secrets;Harry Potter and the Chamber of Secrets;;
Harry Potter and the Prisoner of Azkaban;Harry Potter and the Prisoner of Azkaban;;
Harry Potter and the Goblet of Fire;Harry Potter and the Goblet of Fire;;
Harry Potter and the Order of the Phoenix;Harry Potter and the Order of the Phoenix;;
Harry Potter and the Half-Blood Prince;Harry Potter and the Half-Blood Prince;;
Harry Potter and the Deathly Hallows;Harry Potter and the Deathly Hallows Part 1;Harry Potter and the Deathly Hallows Part 2;;
Hart's War;Hart's War;;
The Harvest (Galina Nikolayeva);The Return of Vasili Bortnikov;;
The Harvey Girls;The Harvey Girls;;
Hating Alison Ashley;Hating Alison Ashley;;
Hatter's Castle;Hatter's Castle;;
Haunted Harbor (Ewart Adamson);Haunted Harbor (1944);;
The Haunting of Hill House;The Haunting (1963);The Haunting (1999);;
Hawaii (James A. Michener);Hawaii (1966);The Hawaiians (1970);;
Hawk of the Wilderness;Hawk of the Wilderness;;
He Ran All the Way;He Ran All the Way;;
Header (Edward Lee);Header (2006);;
Headhunters (Jules Bass);Monte Carlo (2011);;
The Heart of the Matter;The Heart of the Matter;The Heart of the Matter;;
The Heaven Sword and Dragon Saber;Story of the Sword and the Sabre;Heaven Sword and Dragon Sabre;The Hidden Power of the Dragon Sabre;Kung Fu Cult Master;;
Heidi;Heidi;Heidi;Heidi and Peter;Heidi;Heidi;The Story of Heidi;Heidi's Song;Heidi;Heidi;Heidi;Nelvana;Heidi;Paul Marcus;Heidi 4 Paws;;
Hell House (Richard Matheson);The Legend of Hell House;;
The Hellbound Heart;Hellraiser;;
Heller with a Gun;Heller in Pink Tights;;
The Help (Kathryn Stockett);The Help (2011);;
The Heritage of the Desert;Heritage of the Desert;Heritage of the Desert;Heritage of the Desert;;
The High and the Mighty (Ernest K. Gann);The High and the Mighty (1954);;
High Fidelity;High Fidelity;;
The History of Mr. Polly;The History of Mr. Polly;;
The History of Tom Jones, a Foundling;Tom Jones;Tom Jones;The Bawdy Adventures of Tom Jones;Tom Jones;The History of Tom Jones, a Foundling;;
A History of Violence;A History of Violence;;
The Hitchhiker's Guide to the Galaxy;The Hitchhiker's Guide to the Galaxy;;
The Hobbit;The Hobbit;The Hobbit;The Hobbit: An Unexpected Journey;The Hobbit: The Desolation of Smaug;The Hobbit: The Battle of the Five Armies;;
The Holcroft Covenant;The Holcroft Covenant;;
The Holy Innocents;The Dreamers;;
Hombre (Elmore Leonard);Hombre (1967);;
The Home and the World;Ghare Baire;;
The Honorary Consul;The Honorary Consul;;
Hopalong Cassidy;Hopalong Cassidy;;
Horrid Henry;Horrid Henry: The Movie;;
Horseman, Pass By;Hud;;
The Host (Stephenie Meyer);The Host (2013);;
The Hot Rock;The Hot Rock;;
The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;Bees Saal Baad;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;;
The Hound of Florence;The Shaggy Dog;The Shaggy D.A.;The Return of the Shaggy Dog;The Shaggy Dog;The Shaggy Dog;;
The Hour Before Dawn;The Hour Before the Dawn;;
The Hours (Michael Cunningham);The Hours (2002);;
How Green Was My Valley;How Green Was My Valley;;
Howards End;Howards End;;
The Howling;The Howling;Howling II: Stirba - Werewolf Bitch;Howling III;Howling IV: The Original Nightmare;Howling V: The Rebirth;Howling VI: The Freaks;Howling: New Moon Rising;;
The Human Stain;The Human Stain;;
The Hunchback of Notre-Dame;Esmeralda;The Hunchback of Notre Dame;The Darling of Paris;Esmeralda;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame;Kubra Aashiq;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame II;The Hunchback;Quasimodo d'El Paris;;
The Hundred and One Dalmatians;One Hundred and One Dalmatians;101 Dalmatians II: Patch's London Adventure;101 Dalmatians;102 Dalmatians;;
The Hunger Games;The Hunger Games;;
Catching Fire;Catching Fire;;
Mockingjay;Mockingjay;;
The Hunt for Red October;The Hunt for Red October;;
The Hunter (Donald E. Westlake);Point Blank (1967);Payback (1999);Full Contact (2003);;
The Hustler (Walter Tevis);The Hustler (1961);;
I Am Legend;The Last Man on Earth;The Omega Man;I Am Legend;;
I Am Number Four;I Am Number Four;;
I Know What You Did Last Summer;I Know What You Did Last Summer;I Still Know What You Did Last Summer;I'll Always Know What You Did Last Summer;;
I Love You, Beth Cooper;I Love You, Beth Cooper;;
Ice Station Zebra;Ice Station Zebra;;
If I Die Before I Wake;The Lady from Shanghai;;
The IPCRESS File;The Ipcress File;;
The Illustrated Man;The Illustrated Man;;
Im Westen Nichts Neues;All Quiet on the Western Front;The Road Back;All Quiet on the Western Front;;
Imagining Argentina;Imagining Argentina;;
Immortality, Inc.;Freejack;;
An Imperfect Lover;Cynara;;
In Country (Bobbie Ann Mason);In Country (1989);;
The Incredible Journey;The Incredible Journey;Homeward Bound: The Incredible Journey;Homeward Bound II: Lost in San Francisco;;
Incubus (Ray Russell);The Incubus (1981);;
Indian Country (Dorothy M. Johnson);A Man Called Horse;The Return of a Man Called Horse;Triumphs of a Man Called Horse;;
The Innocent (Ian McEwan);The Innocent (1993);;
In Search of the Castaways;In Search of the Castaways;V poiskakh kapitana Granta;;
Instruct My Sorrows;My Reputation;;
Interview with the Vampire;Interview with the Vampire: The Vampire Chronicles;;
The Investigation (Dorothy Uhnak);Kojak: The Price of Justice;;
The Invisible Man (H.G. Wells);The Invisible Man;The Invisible Man Returns;The Invisible Woman;Invisible Agent;The Invisible Man's Revenge;Abbott and Costello Meet the Invisible Man;;
In the Heat of the Night;In the Heat of the Night;They Call Me MISTER Tibbs!;The Organization;;
Rumer Godden;In This House of Brede;;
The Iron Man (Ted Hughes);The Iron Giant;;
The Iron Trail;The Iron Trail;;
The Island;The Island;;
Island in the Sky;Island in the Sky;;
The Island of Doctor Moreau;Island of Lost Souls;Terror Is a Man;The Island of Doctor Agor;The Island of Dr. Moreau;The Island of Dr. Moreau;;
Islands in the Stream;Islands in the Stream;;
It (Stephen King);It (1990);It (2011);;
It Can't Happen Here;Shadow of the Land;;
Ivanhoe;Ivanhoe;Ivanhoe;Ivanhoe;Ivanhoe;The Ballad of the Valiant Knight Ivanhoe;Ivanhoe;Ivanhoe;The Legend of Ivanhoe;Darkest Knight;;
Jack in the Box (William Kotzwinkle);Book of Love (1990);;
Jack's Return Home;Get Carter;Hit Man;Get Carter;;
James and the Giant Peach;James and the Giant Peach;;
Jane Eyre;Jane Eyre;The Castle of Thornfield;Woman and Wife;Jane Eyre;Orphan of Lowood;Jane Eyre;I Walked with a Zombie;Jane Eyre;Sangdil;The Orphan Girl;El Secreto;Jane Eyre;Shanti Nilayam;Ardiente Secreto;Jane Eyre;Jane Eyre;;
Norah Lofts;Jassy;;
Jaws;Jaws;Jaws;Jaws 2;Jaws 3-D;Jaws: The Revenge;;
Jean le Bleu;La femme du boulanger;;
The Jewel of Seven Stars;The Curse of the Mummy;Blood from the Mummy's Tomb;The Awakening;Bram Stoker's Legend of the Mummy;;
Jim Kane;Pocket Money;;
Jimmy the Kid (Donald E. Westlake);Jimmy the Kid (1982);Jimmy the Kid (1999);;
Jitter Joint;D-Tox;;
Johnny Tremain;Johnny Tremain;;
Josepha;Josepha;;
Journal d'un curé de campagne;Diary of a Country Priest;;
A Journey to Matecumbe;Treasure of Matecumbe;;
Journey to Shiloh;Journey to Shiloh;;
Journey to the West;Havoc in Heaven;Monkey Goes West;Princess Iron Fan;The Cave of the Silken Web;The Land of Many Perfumes;A Chinese Odyssey;Heavenly Legend;A Chinese Tall Story;The Fire Ball;The Adventures of Super Monkey;The Forbidden Kingdom;The Monkey King;Journey to the West;;
The Joy Luck Club;The Joy Luck Club;;
Jude the Obscure;Jude the Obscure;Jude;;
The Juggler (Donald E. Westlake);Made in U.S.A. (1966);;
Jumanji;Jumanji;;
The Jungle Book;Elephant Boy;Jungle Book;The Jungle Book;The Jungle Book 2;Adventures of Mowgli;The Jungle Book;Jungle Book: Mowgli's Story;Mowgli: The New Adventures of the Jungle Book;;
Jupiter Laughs;Shining Victory;Ich suche Dich;;
Jurassic Park;Jurassic Park;Jurassic Park;The Lost World: Jurassic Park;Jurassic Park III;;
The Jungle (Upton Sinclair);The Jungle (1914);;
Justine (Lawrence Durrell);Justine (1969);;
Kaitei Gunkan;Atragon;Super Atragon;;
Kami no Tsuki;Pale Moon;;
Kenka erejii;Fighting Elegy;;
The Keys of the Kingdom;The Keys of the Kingdom;;
Khamphiphaksa;Ai-Fak;;
Kidnapped (Robert Louis Stevenson);Kidnapped;Kidnapped;Kidnapped;Kidnapped;;
The King's Damosel;Quest for Camelot;;
King Solomon's Mines;Allan Quatermain;King Solomon's Mines;King Solomon's Mines;Watusi;King Solomon's Treasure;King Solomon's Mines;Allan Quatermain and the Lost City of Gold;King Solomon's Mines;The League of Extraordinary Gentlemen;King Solomon's Mines;Allan Quatermain and the Temple of Skulls;;
King's Ransom;High and Low;;
Kings Go Forth;Kings Go Forth;;
Kings Row;Kings Row;;
The Killer Angels;Gettysburg;;
The Killer Inside Me;The Killer Inside Me;The Killer Inside Me;;
Kipps;Kipps;Kipps;Kipps;Half a Sixpence;;
Kirishima, bukatsu yamerutteyo;The Kirishima Thing;;
Kiss of the Spider Woman;Kiss of the Spider Woman;;
Kiss the Girls;Kiss the Girls;;
Kiss Tomorrow Goodbye;Kiss Tomorrow Goodbye;;
The Klansman (William Bradford Huie);The Klansman (1974);;
Kolchak: The Kolchak Papers;The Night Stalker;The Night Strangler;Crackle of Death;The Demon and the Mummy;;
Kowloon Tong;Chinese Box;;
Kuroi Ame;Black Rain;;
L.A. Confidential;L.A. Confidential;;
Lad, A Dog;Lad, A Dog;;
Lady Audley's Secret;Lady Audley's Secret;Lady Audley's Secret;Lady Audley's Secret;Lady Audley's Secret;;
Lady L;Lady L;;
The Lady of the Camellias;Camille;Camille;Camille;Camille;Camille;Camille;Camille;Camille 2000;Camille;;
The Lair of the White Worm;The Lair of the White Worm;;
La lampe dans la fenêtre;Cordelia;;
The Land That Time Forgot;The Land That Time Forgot;The People That Time Forgot;The Land That Time Forgot;;
Lassie Come-Home;Lassie;Lassie Come Home;Son of Lassie;Courage of Lassie;Hills of Home;The Sun Comes Up;Challenge to Lassie;The Painted Hills;Lassie's Great Adventure;The Magic of Lassie;Lassie;Lassie;;
The Last Days of Pompeii;The Last Days of Pompeii;The Last Days of Pompeii;The Last Days of Pompeii;The Last Days of Pompeii;The Last Days of Pompeii;The Last Days of Pompeii;The Last Days of Pompeii;;
The Last Detail;The Last Detail;;
The Last Hunt;The Last Hunt;;
The Last of the Duanes;The Last of the Duanes;The Last of the Duanes;The Last of the Duanes;Last of the Duanes;;
The Last of the Mohicans;The Last of the Mohicans;The Last of the Mohicans;Der Letzte der Mohikaner;The Last of the Mohicans;The Last of the Mohicans;The Last of the Mohicans;The Last of the Mohicans;The Last of the Mohicans;;
The Last Picture Show;The Last Picture Show;;
The Last Ride;The Missing;;
The Last Song;The Last Song;;
Last Stand at Papago Wells;Apache Territory;;
Last Stand at Saber River;Last Stand at Saber River;;
The Last Unicorn (Peter S. Beagle);The Last Unicorn (1982);;
The Late George Apley;The Late George Apley;;
Lay This Laurel;Glory (1989);;
Layer Cake;Layer Cake;;
Laura;Laura;Laura;Laura;;
Law and Order;Law and Order;;
The Law at Randado;Border Shootout;;
Law Man (Lauran Paine);The Quiet Gun;;
Lawyer Man;Lawyer Man;;
Leaving Cheyenne;Lovin' Molly;;
The Ledger;Get Christie Love!;;
Left Behind;Left Behind;Left Behind: The Movie;Left Behind II: Tribulation Force;Left Behind: World at War;;
Legion (William Peter Blatty);The Exorcist III;;
Lemonade Mouth;Lemonade Mouth;Lemonade Mouth 2;;
The Leopard (Giuseppe Tomasi di Lampedusa);The Leopard (1963);;
Less Than Zero;Less Than Zero;;
Let the Right One In;Let the Right One In;Let Me In;;
Letter to Five Wives;A Letter to Three Wives;;
Let Me Count the Ways;How Do I Love Thee?;;
Les Liaisons dangereuses;Les liaisons dangereuses;Les Liaisons dangereuses;Dangerous Liaisons;Valmont;Cruel Intentions;Untold Scandal;Les Liaisons dangereuses;Michael Lucas' Dangerous Liaisons;;
The Life Before Us;Madame Rosa;The Life Before Us;;
Life of Pi;Life of Pi (film);;
The Lincoln Lawyer;The Lincoln Lawyer;;
A Lion Is in the Streets;A Lion Is in the Streets;;
Little Dorrit;Little Dorrit;Little Dorrit;Klein Dorrit;Little Dorrit;Little Dorrit;;
The Lizard's Tail;The Hand (1981);;
Eine Liebe in Deutschland;Eine Liebe in Deutschland;;
The Life and Opinions of Tristram Shandy, Gentleman;A Cock and Bull Story;;
The Light in the Forest;The Light in the Forest;;
The Light of Western Stars;The Light of the Western Stars;The Light of Western Stars;The Light of Western Stars;The Light of Western Stars;;
Like a Fire is Burning;The Work and the Glory: American Zion;;
Little Caesar;Little Caesar;Black Caesar;Hell Up in Harlem;;
The Little Drummer Girl;The Little Drummer Girl;;
The Little White Horse;The Secret of Moonacre;;
Live and Let Die;Live and Let Die;;
Loaded (Christos Tsiolkas);Head On;;
Lobo;The Legend of Lobo;;
Logan's Run;Logan's Run;Logan's Run;;
Lolita;Lolita;Lolita;;
The Lone Star Ranger;The Lone Star Ranger;The Lone Star Ranger;The Lone Star Ranger;Lone Star Ranger;;
The Long Goodbye;The Long Goodbye;;
